Id,SalePrice
1461,106988.015
1462,171002.336666667
1463,179145.536666667
1464,195953.27
1465,197494.856666667
1466,177223.5336
1467,158970.3792
1468,177289.7841
1469,172676.656
1470,127487.714166667
1471,183816.783333333
1472,91361.39
1473,97626.5833333333
1474,152506.422666667
1475,133966.755933333
1476,366061.112566667
1477,255949.948666667
1478,283159.4165
1479,171181.675
1480,436054.974433333
1481,275474.496666666
1482,204617.798833333
1483,165338.308
1484,150923.106666667
1485,165575.555333333
1486,186974.667333333
1487,307123.8516
1488,236928.7124
1489,203799.543166667
1490,191772.358666667
1491,193400.9862
1492,101100.75
1493,185692.605
1494,267418.9566
1495,283449.1294
1496,211802.425666667
1497,186943.010666667
1498,164738.484666667
1499,161711.495
1500,154474.599166667
1501,185877.346666667
1502,164776.318
1503,256175.595333333
1504,210797.533333333
1505,223252.88
1506,215809.4307
1507,236585.658266667
1508,221731.766666667
1509,166053.853333333
1510,152626.289333333
1511,148431.07
1512,177209.394166667
1513,169482.55
1514,189223.08
1515,188149.82
1516,167065.554
1517,144445.6444
1518,128293.663333333
1519,212636.728
1520,125493.365
1521,148393.896666667
1522,163984.865666667
1523,91347.0166666667
1524,121914.373333333
1525,129312.478333333
1526,118005.333333333
1527,105263.518133333
1528,143515.635333333
1529,154433.711666667
1530,165508.872333333
1531,109443.759133333
1532,111037.925
1533,140502.35
1534,111953.566666667
1535,152632.022666667
1536,106330.381666667
1537,75472.04
1538,191812.788666667
1539,153205.171
1540,107460.506
1541,154296.408333333
1542,127502.71
1543,181774.828133333
1544,96925.8066666667
1545,94560.28
1546,119014.695533333
1547,139980.826666667
1548,137001.748
1549,120599.51
1550,142677.301
1551,122556.723333333
1552,152636.089333333
1553,118010.543333333
1554,106030.826666667
1555,162260.35
1556,91833.0433333333
1557,116194.655
1558,94763.3183333333
1559,138645.223533333
1560,128526.711666667
1561,135936.938
1562,108475.598933333
1563,106987.975
1564,148419.09
1565,150453.963333333
1566,236647.521966667
1567,78949.4
1568,228815.687733333
1569,153214.022466667
1570,135044.007
1571,135946.04
1572,152697.596
1573,267999.113166667
1574,105024.526666667
1575,187044.97
1576,223261.2084
1577,208298.926666667
1578,177213.794166667
1579,140005.554333333
1580,189368.38
1581,130994.603333333
1582,132650.578333333
1583,314408.6187
1584,231261.178466667
1585,145180.85
1586,85937.1733333333
1587,94764.2183333333
1588,159937.232
1589,111951.733333333
1590,120528.036666667
1591,85992.6684
1592,120519.331666667
1593,120520.865
1594,115001.552
1595,112981.9236
1596,228930.503466667
1597,175531.576666667
1598,197950.776666667
1599,190731.692
1600,186496.66
1601,78949.8
1602,129313.338333333
1603,111053.566666667
1604,267431.576
1605,223935.2968
1606,158825.233333333
1607,168406.756666667
1608,209145.66
1609,199063.360266667
1610,162398.573333333
1611,147237.316666667
1612,163931.890333333
1613,150770.63
1614,100683.2728
1615,97927.7666666667
1616,80911.1433333333
1617,88709.1592
1618,116504.566666667
1619,140058.6
1620,143428.241
1621,147400.813333333
1622,124451.23
1623,278552.0489
1624,225999.972166667
1625,118013.466666667
1626,168255.953333333
1627,189368.38
1628,285324.3104
1629,179706.509733333
1630,393378.8555
1631,225141.178666667
1632,256702.0348
1633,171431.125
1634,185910.236666667
1635,183846.08
1636,136859.472833333
1637,171698.795
1638,207282.548333333
1639,160533.684
1640,267028.268733333
1641,171868.569
1642,246071.1882
1643,211145.8
1644,227830.0574
1645,202593.127166667
1646,158826.9
1647,167523.013333333
1648,139303.9968
1649,124465.95
1650,117997.466666667
1651,131416.09
1652,93488.5733333333
1653,101086.07
1654,152517.929333333
1655,155924.05
1656,149784.201666667
1657,153482.930366667
1658,147409.87
1659,143423.005
1660,157890.7608
1661,476698.622466667
1662,444722.658933333
1663,343505.753166666
1664,473609.6735
1665,307114.6408
1666,312949.595033333
1667,347663.563333333
1668,335195.594133333
1669,297336.389233333
1670,334417.476733333
1671,248370.7328
1672,473267.359833334
1673,301303.799933333
1674,252754.911033333
1675,186780.708333333
1676,192543.0975
1677,223408.56
1678,455481.016833333
1679,349955.214266667
1680,309189.548433333
1681,276269.725033333
1682,276208.7348
1683,179731.03
1684,168578.99
1685,179982.256133333
1686,156584.839166667
1687,162957.664666667
1688,186529.586666667
1689,194390.356933333
1690,191605.108
1691,175414.25
1692,277359.5404
