Id,SalePrice
1461,119920.702
1462,137787.9891
1463,159093.546166667
1464,163031.137333333
1465,159605.940433333
1466,156537.718466667
1467,148879.695633333
1468,154036.5185
1469,165954.8103
1470,115119.002733333
1471,178176.779766667
1472,83394.5788666667
1473,80974.9503333333
1474,139509.716933333
1475,118018.2711
1476,352573.759733333
1477,243485.269566667
1478,272807.093833333
1479,259372.7979
1480,424246.607866667
1481,292505.627766667
1482,182075.976866667
1483,156933.5458
1484,155820.2046
1485,161150.252233333
1486,165856.5843
1487,297458.6516
1488,226239.1774
1489,175951.705966667
1490,212022.424866667
1491,169558.026966667
1492,75087.2446666667
1493,163005.576633333
1494,259808.871066667
1495,262370.225766667
1496,220154.400133333
1497,156193.667166667
1498,155312.841966667
1499,151086.4833
1500,146431.555533333
1501,157455.5903
1502,151912.2097
1503,276025.725066667
1504,212189.615066667
1505,202588.441266667
1506,159115.554033333
1507,235911.352733333
1508,159543.219633333
1509,139292.264766667
1510,130498.197433333
1511,128764.636933333
1512,151946.768633333
1513,127444.790566667
1514,139439.233966667
1515,179748.365833333
1516,140535.119633333
1517,144562.775966667
1518,127118.7164
1519,213185.517
1520,125442.963333333
1521,127853.443866667
1522,146620.430966667
1523,107440.350133333
1524,117414.3473
1525,124119.802433333
1526,119890.663733333
1527,98072.2148
1528,121555.479733333
1529,126577.064133333
1530,150861.157966667
1531,93505.1012666667
1532,90409.3478666667
1533,129991.777633333
1534,120979.773633333
1535,131715.116833333
1536,102387.897333333
1537,76524.2889333333
1538,142641.5147
1539,191187.503
1540,85302.2042666667
1541,127182.695966667
1542,126268.226566667
1543,169650.793633333
1544,77299.7621666666
1545,104750.1566
1546,120251.5052
1547,126959.278266667
1548,123346.293133333
1549,108434.051866667
1550,121744.972966667
1551,111026.745066667
1552,119884.001933333
1553,128968.911533333
1554,111115.216066667
1555,156090.765633333
1556,81965.6977
1557,104959.607266667
1558,84667.1462
1559,74647.6238666667
1560,128838.931366667
1561,128594.7816
1562,119356.328333333
1563,114103.8286
1564,151212.531766667
1565,127875.726833333
1566,209548.537666667
1567,70502.0541333333
1568,192603.0988
1569,120502.942966667
1570,130025.347633333
1571,128842.0814
1572,127253.543
1573,243553.432966667
1574,110067.475966667
1575,213224.5647
1576,227943.7826
1577,168380.2199
1578,132290.1928
1579,133373.996866667
1580,160996.716233333
1581,136548.152466667
1582,120291.0436
1583,291281.8137
1584,221778.4306
1585,131966.7281
1586,71243.6446333333
1587,84620.9995666667
1588,132757.0055
1589,96004.3412
1590,126890.497766667
1591,82048.7266666667
1592,109242.118533333
1593,118880.463966667
1594,124011.426633333
1595,103151.206433333
1596,211953.989333333
1597,164208.431966667
1598,178089.6503
1599,166556.808233333
1600,159327.298766667
1601,69882.7028333333
1602,103795.439133333
1603,74051.5088333334
1604,259665.579933333
1605,228682.056733333
1606,140015.707966667
1607,148876.774633333
1608,215217.6359
1609,168680.9281
1610,136594.534266667
1611,131123.687966667
1612,149071.190866667
1613,154981.831233333
1614,126287.2169
1615,79056.9824666667
1616,75997.5215666666
1617,81124.2948333334
1618,118565.326666667
1619,128093.0863
1620,146694.322266667
1621,130145.8419
1622,129661.042
1623,256729.242366667
1624,186039.238166667
1625,120120.1562
1626,149282.540633333
1627,157601.6173
1628,277436.637833333
1629,156510.499366667
1630,336733.763133333
1631,180350.549633333
1632,223485.933333333
1633,157133.0213
1634,160924.852266667
1635,158378.024966667
1636,157408.4653
1637,161939.065633333
1638,173461.412966667
1639,158809.735166667
1640,250997.907933333
1641,157342.581766667
1642,199498.7265
1643,205807.939
1644,205700.360333333
1645,160864.881833333
1646,139190.541966667
1647,141985.712966667
1648,121251.180666667
1649,127134.540166667
1650,110798.8282
1651,118975.909133333
1652,81053.4023666667
1653,84402.5253
1654,134121.5449
1655,133660.176
1656,133199.364533333
1657,134394.6024
1658,137294.2165
1659,120320.438666667
1660,146198.470866667
1661,409183.2088
1662,359862.597266667
1663,350676.3293
1664,397284.970733333
1665,290980.797866667
1666,300921.646633333
1667,347972.648733333
1668,301661.0781
1669,276629.876033333
1670,319716.378833333
1671,238757.204066667
1672,406680.9503
1673,274524.828566667
1674,234917.562366667
1675,163013.7619
1676,165284.246033333
1677,213866.732433333
1678,411656.021633333
1679,342752.9527
1680,296804.317533333
1681,242200.716033333
1682,284737.110466667
1683,159188.744133333
1684,156418.0073
1685,157615.1621
1686,157927.7823
1687,157356.357166667
1688,161671.913833333
1689,172190.896433333
1690,167500.403233333
1691,159196.326166667
1692,248464.722
1693,157396.464833333
1694,157690.445766667
1695,154632.3553
1696,258810.147666667
1697,156065.0683
1698,317827.5832
1699,266900.0576
1700,224800.3092
1701,245559.48
1702,236759.346466667
1703,237952.4559
1704,282356.8483
1705,204720.919333333
1706,378767.621133333
1707,182151.9643
1708,175843.736766667
1709,262127.4948
1710,203947.973666667
1711,239692.9948
1712,238028.5178
1713,257098.780866667
1714,193576.4689
1715,174832.907966667
1716,157480.887633333
1717,156133.6245
1718,128211.592433333
1719,177792.262166667
1720,238656.8314
1721,155746.559166667
1722,128444.975066667
1723,134866.3207
1724,206722.5457
1725,224564.598466667
1726,164585.445833333
1727,156568.1103
1728,160920.433433333
1729,138673.117366667
1730,137758.8513
1731,114074.615966667
1732,119935.925533333
1733,114283.216833333
1734,119548.5488
1735,126720.841933333
1736,113466.6584
1737,291521.279933333
1738,202016.1368
1739,277513.043033333
1740,195903.156766667
1741,168693.829033333
1742,159018.713633333
1743,156521.567433333
1744,260953.2208
1745,200352.2019
1746,204451.206666667
1747,192676.509333333
1748,217149.656
1749,138516.514266667
1750,129478.4002
1751,220793.2524
1752,121429.497333333
1753,136755.260733333
1754,166056.361966667
1755,156429.747333333
1756,120574.1458
1757,112896.699533333
1758,129066.2504
1759,141646.3733
1760,143738.754266667
1761,134145.846433333
1762,156486.306666667
1763,154958.126633333
1764,107439.566933333
1765,154930.894166667
1766,158443.631833333
1767,189085.628866667
1768,129648.735466667
1769,140039.828633333
1770,135924.8009
1771,129359.7827
1772,127342.939666667
1773,125793.929866667
1774,128068.875133333
1775,126929.780966667
1776,111074.249833333
1777,101498.209933333
1778,128316.915366667
1779,103297.022466667
1780,140034.577966667
1781,126441.664633333
1782,85176.1586666667
1783,128020.529533333
1784,95595.3670666667
1785,110769.9814
1786,134091.020233333
1787,150408.121366667
1788,62461.1852
1789,97529.0776666667
1790,75065.4167666667
1791,155936.5461
1792,125002.3862
1793,130029.7773
1794,129787.756833333
1795,125053.234566667
1796,133690.704166667
1797,116462.721
1798,125661.418833333
1799,108494.7494
1800,127777.380866667
1801,126229.989866667
1802,125135.9944
1803,130272.247033333
1804,131039.808866667
1805,128906.2899
1806,115974.413233333
1807,125602.074466667
1808,121558.194833333
1809,119455.4449
1810,127350.7295
1811,97890.1766666666
1812,73204.8913333333
1813,119656.153633333
1814,82249.7043333333
1815,48636.8285666666
1816,86457.2909333334
1817,102134.199333333
1818,126356.0431
1819,121146.109133333
1820,59812.1126333333
1821,109751.255266667
1822,140723.697066667
1823,48383.9928666666
1824,128564.241066667
1825,128574.2602
1826,87606.9054
1827,90045.6044666667
1828,125096.955766667
1829,105583.470333333
1830,123687.8541
1831,133751.520566667
1832,77583.2693
1833,128611.806766667
1834,113343.402466667
1835,125604.1404
1836,123360.854466667
1837,85030.8603
1838,125406.341933333
1839,83003.5246666666
1840,126029.659566667
1841,122180.4548
1842,78870.9012333333
1843,132119.636033333
1844,132099.4199
1845,132050.0944
1846,139695.492766667
1847,157380.6303
1848,49753.3022
1849,105841.5268
1850,121269.4228
1851,128578.8817
1852,126798.896466667
1853,122311.372
1854,156837.351033333
1855,139278.9531
1856,204600.040066667
1857,151232.9114
1858,125788.0471
1859,120317.4663
1860,137505.5036
1861,118708.211833333
1862,286230.328933333
1863,285698.285366667
1864,285698.285366667
1865,318472.4608
1866,312479.824866667
1867,226757.9029
1868,288520.703766667
1869,189693.440766667
1870,227916.0179
1871,249251.888966667
1872,158832.234366667
1873,218807.0986
1874,117438.447533333
1875,185143.362166667
1876,161523.091133333
1877,204082.905733333
1878,184656.498633333
1879,127510.2521
1880,126783.9335
1881,229456.329533333
1882,244317.929766667
1883,166752.901166667
1884,176043.2461
1885,248849.801
1886,275708.568333333
1887,183738.675433333
1888,279271.752466667
1889,157504.2764
1890,124514.570333333
1891,118477.865133333
1892,94360.0358
1893,128514.6095
1894,126972.862366667
1895,130885.133533333
1896,127201.3949
1897,106233.2675
1898,111998.481466667
1899,141725.984633333
1900,133901.742433333
1901,137875.582633333
1902,127356.0328
1903,197981.3926
1904,121547.7556
1905,168662.837966667
1906,138202.438633333
1907,174704.685966667
1908,109904.149066667
1909,131569.0057
1910,127885.517733333
1911,181163.466566667
1912,276263.521666667
1913,133481.418933333
1914,56434.0577666666
1915,277903.970766667
1916,61914.7046333333
1917,243833.9452
1918,128929.343366667
1919,150512.370633333
1920,136551.4275
1921,388612.266133333
1922,302123.215966667
1923,187526.027666667
1924,220065.831666667
1925,181575.5501
1926,365057.537533333
1927,127732.391333333
1928,141926.551533333
1929,116220.7151
1930,127263.628933333
1931,134125.367933333
1932,130079.027666667
1933,157533.371333333
1934,159145.9979
1935,157866.4128
1936,159585.215566667
1937,158315.7295
1938,157069.1441
1939,225918.852766667
1940,161359.252166667
1941,156710.372233333
1942,158335.825833333
1943,181752.6423
1944,305016.435533333
1945,323918.595433333
1946,134620.710433333
1947,299353.696833333
1948,157720.287966667
1949,220763.3048
1950,162242.1803
1951,241105.5879
1952,195297.278333333
1953,156048.946366667
1954,170344.292966667
