Id,SalePrice
1461,96297.4248
1462,104429.404933333
1463,107743.1006
1464,108103.127266667
1465,108028.813933333
1466,108070.5306
1467,108415.217266667
1468,107400.698066667
1469,107892.9986
1470,98522.4433333333
1471,108504.633933333
1472,81604.6399333333
1473,80412.6964666667
1474,103376.105733333
1475,95255.2224
1476,179176.1313
1477,134308.480166667
1478,140027.747633333
1479,136078.115633333
1480,230985.217666667
1481,147115.386066667
1482,108797.267933333
1483,108095.979933333
1484,107584.1046
1485,107972.8706
1486,108231.253933333
1487,150515.7696
1488,120612.700933333
1489,108440.563933333
1490,108022.193933333
1491,108298.617266667
1492,76903.1451333333
1493,108007.2506
1494,145165.673466667
1495,138481.4915
1496,128943.1402
1497,107900.593266667
1498,105701.137333333
1499,104984.882666667
1500,105803.2492
1501,107527.783933333
1502,102772.2887
1503,143962.3036
1504,131088.854866667
1505,110428.1611
1506,108605.773933333
1507,132598.161333333
1508,108355.383933333
1509,106417.104633333
1510,99992.1594
1511,98503.2257666666
1512,106970.5575
1513,101744.8404
1514,106087.039866667
1515,108451.2206
1516,106838.339533333
1517,103253.788533333
1518,98809.3077333333
1519,120576.107966667
1520,98858.9544
1521,98333.9277333333
1522,106780.133633333
1523,93433.9736
1524,94992.6122666667
1525,94000.5168333334
1526,90103.6650666667
1527,83068.1158
1528,98939.8112666667
1529,101746.2038
1530,104103.7788
1531,77415.2938
1532,88724.6692666667
1533,101575.798533333
1534,91621.8923666667
1535,100313.082433333
1536,90668.8988666667
1537,67903.9747666666
1538,107814.1506
1539,119824.4976
1540,78143.0658
1541,99234.9792666666
1542,98813.3698666667
1543,107951.553933333
1544,52556.2205333333
1545,83414.2392666667
1546,98306.921
1547,95425.6145333334
1548,98723.9884
1549,92393.2266
1550,98191.7082
1551,90592.0864666667
1552,99846.4994
1553,99792.0616666666
1554,92449.2256333333
1555,100308.375466667
1556,75794.4581333333
1557,88657.5300666667
1558,79353.9846333334
1559,79406.4051333333
1560,97697.7743333333
1561,141399.942333333
1562,94831.7612666667
1563,93608.5298333334
1564,106762.504633333
1565,100836.196433333
1566,119016.690766667
1567,51916.8636
1568,123528.434966667
1569,93549.1227666667
1570,92373.3992666667
1571,94471.2786333333
1572,99001.8082
1573,129121.720366667
1574,94528.7119333334
